15.595,-1.3626,-0.62936,-11.915,10.716,12.884,0.73435,-41.292,-21.744,151.48,16.519,7.7569,-5.7107,-20.894,-36.766,-44.373,-12.577,57.99,104.28,61.615,18.706,53.66,91.757,128.11,156.59,171.08,166.7,140.94,94.934,34.462,2989.1,2980.7,2971,2960,2947.8,2934.6,2920.5,2905.7,2890.5,2875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.36593,2.3706,-11.537,1.3221,3.6968,20.967,-7.3914,-50.516,6.0103,130.51,14.736,4.9295,-6.2358,-17.653,-38.334,-55.445,-21.886,64.524,122.55,71.654,30.4,61.316,94.889,127.46,153.81,168.15,165.22,141.56,97.199,37.168,2996,2987.8,2978.1,2967.2,2955,2941.7,2927.4,2912.3,2896.8,2881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.1978,-8.1041,2.4101,-5.5619,10.552,11.474,-16.171,-19.906,-10.782,118.25,11.83,3.5442,-4.1937,-19.701,-48.119,-62.68,-14.3,82.2,131.23,64.094,43.484,70.432,100.48,130.78,156.37,171.12,168.94,145.43,100.09,38.055,2997.9,2989.4,2979.6,2968.6,2956.5,2943.4,2929.4,2914.8,2899.8,2884.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-8.4777,4.9131,-3.02,4.3625,1.3534,-2.0091,10.471,-33.196,-14.163,124.52,12.41,7.9785,-6.0249,-31.283,-55.238,-50.938,6.1913,86.304,114.53,46.753,47.608,70.214,97.836,128.02,155.31,172.34,171.63,147.9,100.66,35.778,3003.7,2995.2,2985.4,2974.2,2961.9,2948.5,2934.3,2919.3,2903.9,2888.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.6934,-0.54343,4.6856,-6.057,-9.1548,27.692,-5.0716,-41.336,-7.2786,129.91,16.246,7.8571,-13.105,-35.026,-45.13,-33.406,11.404,72.451,94.743,38.359,51.844,71.124,98.084,129.96,160.03,179.3,178.98,153.35,102.32,32.798,3004.5,2995.7,2985.7,2974.4,2962.2,2949,2935,2920.5,2905.6,2890.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.21509,7.0435,-6.3272,-17.85,20.617,15.691,-9.9929,-38.62,-14.181,143.83,13.624,-1.738,-17.998,-23.806,-26.233,-29.481,-4.0813,56.127,94.669,50.018,49.614,68.19,95.974,129.26,160.33,179.71,178.83,152.5,100.98,31.188,3010.7,3001.8,2991.7,2980.3,2967.9,2954.4,2940.2,2925.4,2910.1,2894.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.0612,-2.9193,-17.316,11.082,6.4336,10.035,-5.0779,-42.561,0.40456,127.98,2.4259,-9.5612,-9.3957,-5.1967,-20.109,-42.91,-20.197,55.992,108.26,59.345,-26.176,-11.177,16.107,51.125,85.873,111.28,119.44,105.43,69.16,16.623,67.761,72.764,74.867,73.888,69.773,62.613,52.656,40.308,26.123,10.769,3023.2,3014.2,3003.7,2991.7,2978.4,2963.9,2948.5,2932.4,2915.8,2898.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.7172,-14.012,11.759,-2.3334,0.60518,12.546,-10.963,-23.683,-2.096,101.75,-4.4677,-0.39622,8.6319,-0.92833,-34.381,-56.528,-16.109,70.482,112.32,48.887,-28.395,-10.418,19.088,54.727,88.501,111.91,117.69,101.45,63.598,10.643,80.416,84.814,85.934,83.627,77.883,68.849,56.839,42.333,25.959,8.4648,3017.5,3007.9,2997.2,2985.3,2972.4,2958.6,2944.1,2929.1,2913.8,2898.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-14.638,14.838,0.54037,-5.7542,2.3463,2.9194,6.0813,-23.839,-26.695,127.57,6.6599,18.215,11.179,-17.255,-47.261,-49.28,-0.97436,70.42,97.963,41.205,-28.092,-8.2222,21.68,56.364,88.425,109.92,114.01,96.713,58.899,7.2282,79.584,83.144,83.508,80.554,74.299,64.91,52.719,38.214,22.027,4.8993,3024.4,3014.6,3003.4,2991.1,2977.6,2963.1,2947.9,2932.1,2915.9,2899.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.95,3.2068,-5.6178,-5.1019,-3.9508,23.087,3.5466,-53.453,-0.9978,129.3,22.438,19.847,-3.5536,-29.581,-43.026,-36.133,3.0127,62.818,91.654,43.7,-24.824,-4.3217,24.445,56.814,86.12,105.11,107.61,90.293,54.253,5.6562,88.628,91.32,90.594,86.366,78.695,67.799,54.06,38.018,20.352,1.8447,3020.4,3010.3,2999.1,2986.9,2973.7,2959.8,2945.3,2930.4,2915.2,2900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.1695,-2.9649,-4.5602,-12.091,15.839,21.981,-24.773,-27.664,4.6676,102.7,22.679,12.417,-1.08,-8.5086,-20.714,-37.349,-21.421,36.344,76.575,40.002,70.88,82.246,99.285,123.09,149.09,167.87,168.27,141.32,84.529,5.4628,3023.6,3013.3,3001.7,2989.1,2975.5,2961.1,2946,2930.5,2914.7,2898.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-2.1823,-1.5689,-11.187,8.5861,14.031,-10.358,-1.7425,-15.144,-3.7577,79.512,8.1847,-0.8678,1.4429,1.1428,-19.266,-40.307,-17.247,42.615,72.64,27.73,-6.4675,3.5554,22.289,50.054,81.614,107.5,116.82,100.93,57.875,-4.2272,77.7,77.655,74.854,69.316,61.165,50.641,38.101,24.013,8.9417,-6.4807,3027.7,3016.6,3004.2,2990.6,2976,2960.6,2944.6,2928.1,2911.4,2894.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-3.4979,-9.7417,11.67,10.013,-18.643,9.0376,8.909,-22.258,-28.451,116.72,-3.0254,4.1844,11.39,2.2744,-20.088,-33.155,-12.73,31.305,54.751,25.776,-30.574,-27.242,-13.542,11.484,43.404,73.064,89.261,82.91,51.714,2.9886,3132.5,3124.4,3110.2,3089.8,3063.4,3031.6,2995.1,2955.1,2913.2,2871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-8.8959,13.396,9.3851,-25.604,3.9588,26.304,2.9683,-55.999,-5.6992,133.92,-1.5419,11.677,13.824,3.0823,-15.7,-33.679,-24.334,20.451,60.954,43.41,-1.4532,4.8667,18.077,39.369,65.268,87.946,97.76,86.85,52.817,1.3083,81.852,79.839,75.098,67.717,57.887,45.907,32.176,17.189,1.5184,-14.216,3021.6,3009.9,2997.2,2983.5,2969.1,2954,2938.5,2922.7,2906.9,2891.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.216,11.727,-24.978,-4.5042,18.452,20.808,-27.255,-29.72,17.474,85.5,8.9951,6.0174,-2.0935,-8.2528,-24.289,-43.821,-22.283,49.946,100.68,56.783,83.13,93.12,104.98,116.37,123.38,121.57,107,77.417,33.534,-20.02,3014.4,3002.7,2990.2,2976.9,2963,2948.5,2933.8,2918.8,2903.9,2889.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.006,-22.661,-3.0595,12.432,12.511,-14.686,-4.3212,-0.29219,-18.737,84.668,11.57,5.4879,1.1256,-11.414,-38.066,-51.463,-8.7508,69.199,100.69,41.168,77.342,84.679,94.77,105.47,112.88,112.33,99.501,71.756,29.599,-22.323,3012.7,3000.6,2987.7,2974,2959.8,2945,2930,2914.9,2899.8,2884.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-23.906,-1.1122,15.344,7.5228,-23.834,7.6193,26.004,-38.735,-31.357,132.82,14.336,12.031,-0.27297,-24.002,-44.94,-40.617,2.7871,61.653,85.414,41.039,65.333,69.592,78.607,90.616,101.5,105.85,98.295,75.199,36.312,-14.128,3012.3,3000,2986.8,2972.9,2958.5,2943.6,2928.5,2913.2,2898,2883.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.31583,16.968,6.93,-30.387,2.8423,42.387,-14.989,-57.321,17.593,111.22,18.244,10.66,-9.2043,-28.645,-37.353,-32.166,-0.85271,53.563,85.587,46.299,-13.928,-6.3735,9.9292,32.951,57.766,77.799,86.436,78.827,53.777,15.03,68.39,63.547,56.851,48.448,38.536,27.376,15.278,2.6038,-10.25,-22.865,3008.1,2995.7,2982.6,2968.9,2954.7,2940.2,2925.5,2910.7,2896.1,2881.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.29,9.2404,-30.089,-4.8689,35.633,2.0676,-30.942,-6.6881,-1.7069,90.118,12.926,6.9142,0.10424,-2.7211,-15.777,-37.024,-23.864,34.023,74.476,38.739,-18.724,-20.398,-10.106,14.819,50.29,86.083,109.15,108.04,77.818,23.853,3069,3051.3,3031.3,3009.2,2985.4,2960.2,2934.1,2907.4,2880.9,2854.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.736,-27.904,-4.0546,29.321,-5.2807,-17.196,18.376,-21.746,-17.267,96.83,2.6552,1.6264,8.5559,6.5838,-18.637,-42.353,-20.381,38,69.259,30.348,-26.171,-25.401,-10.877,18.716,57.765,95.097,117.39,113.52,79.528,22.249,3060.9,3042.9,3022.8,3000.9,2977.5,2952.9,2927.4,2901.7,2876,2851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-28.083,-2.2941,30.645,-10.34,-23.893,30.042,0.25921,-35.315,0.021668,87.086,-1.9293,9.3492,15.337,0.45135,-25.55,-35.675,-9.704,36.651,57.269,22.847,-31.767,-25.278,-4.8703,28.7,68.627,103.58,121.03,111.6,73.564,15.268,3053,3034.7,3014.4,2992.5,2969.2,2944.9,2919.9,2894.6,2869.6,2845.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.835,32.705,-10.012,-29.348,24.957,12.638,-15.334,-19.515,-6.4163,90.399,5.2648,16.182,10.609,-5.7804,-20.43,-25.861,-9.1342,26.541,47.741,23.007,-41.672,-31.443,-8.3737,25.734,63.948,95.629,109.74,98.814,62.499,9.1493,3054.7,3038.1,3019.1,2997.8,2974.3,2949,2922.3,2894.6,2866.6,2839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33.498,-8.3954,-29.938,18.435,7.8838,0.97194,4.1188,-32.261,-24.286,131.68,10.788,10.724,4.7604,0.98281,-9.673,-28.679,-25.177,16.317,56.672,41.881,-23.931,-7.9533,16.374,47.233,79.131,103.95,113.38,101.51,67.232,16.263,3035.2,3017,2997.2,2976.2,2954.1,2931.3,2908.1,2884.9,2862,2839.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
